sample;annotation
консервы рыбны;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
консервы рыбные;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
консервы скумбрия;[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE')]
консервы фасоль;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
консервыц;[(0, 9, 'B-TYPE')]
консертики;[(0, 10, 'B-TYPE')]
конст;[(0, 5, 'B-TYPE')]
констругтором;[(0, 13, 'B-TYPE')]
конструкноры;[(0, 12, 'B-TYPE')]
конструкт;[(0, 9, 'B-TYPE')]
конструкто;[(0, 10, 'B-TYPE')]
конструктор;[(0, 11, 'B-TYPE')]
конструктора;[(0, 12, 'B-TYPE')]
конструктора barbi;[(0, 12, 'B-TYPE'), (13, 18, 'B-BRAND')]
конструктором;[(0, 13, 'B-TYPE')]
конструктором dick;[(0, 13, 'B-TYPE'), (14, 18, 'B-BRAND')]
конструктором dicki;[(0, 13, 'B-TYPE'), (14, 19, 'B-BRAND')]
конструкторы;[(0, 12, 'B-TYPE')]
конструктра;[(0, 11, 'B-TYPE')]
контейнеры для еды;[(0, 10, 'B-TYPE'), (11, 14, 'O'), (15, 18, 'O')]
контейнкры;[(0, 10, 'B-TYPE')]
конти;[(0, 5, 'B-BRAND')]
конф;[(0, 4, 'B-TYPE')]
конфе;[(0, 5, 'B-TYPE')]
конфеа;[(0, 6, 'B-TYPE')]
конфее;[(0, 6, 'B-TYPE')]
конфееты;[(0, 8, 'B-TYPE')]
конфеиы;[(0, 7, 'B-TYPE')]
конфеиы чио рио;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 15, 'O')]
конфенты;[(0, 8, 'B-TYPE')]
конференц;[(0, 9, 'B-TYPE')]
конференци;[(0, 10, 'B-TYPE')]
конфертики с ветчиной;[(0, 10, 'B-TYPE'), (11, 12, 'O'), (13, 21, 'O')]
конферты;[(0, 8, 'B-TYPE')]
конфеста;[(0, 8, 'B-TYPE')]
конфет;[(0, 6, 'B-TYPE')]
конфет merlet;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
конфет merlett;[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND')]
конфет merletto;[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND')]
конфета;[(0, 7, 'B-TYPE')]
конфета без сахара;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 18, 'O')]
конфета в коробках;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 18, 'O')]
конфета вкус и польза;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 14, 'I-BRAND'), (15, 21, 'I-BRAND')]
конфета добра;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]
конфета доброты;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
конфетв;[(0, 7, 'B-TYPE')]
конфетвы;[(0, 8, 'B-TYPE')]
конфети;[(0, 7, 'B-TYPE')]
конфетиюы;[(0, 9, 'B-TYPE')]
конфетк;[(0, 7, 'B-TYPE')]
конфетка;[(0, 8, 'B-TYPE')]
конфетны;[(0, 8, 'B-TYPE')]
конфету;[(0, 7, 'B-TYPE')]
конфетф;[(0, 7, 'B-TYPE')]
конфеты happy hit;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 17, 'I-BRAND')]
конфеты mix bar;[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND'), (12, 15, 'I-BRAND')]
конфеты акконд птица;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 20, 'I-BRAND')]
конфеты батончик;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE')]
конфеты бон пари;[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND'), (12, 16, 'I-BRAND')]
конфеты бора бора;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 17, 'I-BRAND')]
конфеты в глазури;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
конфеты в упаковке;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 18, 'O')]
конфеты в шоколаде;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 18, 'O')]
конфеты весовые;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
конфеты вкусии польза;[(0, 7, 'B-TYPE'), (8, 14, 'O'), (15, 21, 'O')]
конфеты доброты;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
конфеты желе;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE')]
конфеты желейные;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE')]
конфеты живинка;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
конфеты золотая дилия;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 21, 'I-BRAND')]
конфеты карамель;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE')]
конфеты карамель красная цена;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 24, 'O'), (25, 29, 'O')]
конфеты клубника со сливками;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 19, 'O'), (20, 28, 'O')]
конфеты княжеские;[(0, 7, 'B-TYPE'), (8, 17, 'I-TYPE')]
конфеты коровка;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND')]
конфеты кочет кочеток;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 21, 'I-BRAND')]
конфеты кп крупской;[(0, 7, 'B-TYPE'), (8, 10, 'B-BRAND'), (11, 19, 'I-BRAND')]
конфеты красная ш;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 17, 'I-BRAND')]
конфеты красная шапочка;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 23, 'I-BRAND')]
конфеты леденцы;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
конфеты манго;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]
конфеты маска;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]
конфеты мини;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE')]
конфеты мишка;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]
конфеты мультизлаковые;[(0, 7, 'B-TYPE'), (8, 22, 'I-TYPE')]
конфеты на развес;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
конфеты победа;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]
конфеты победа вкуса;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 20, 'I-BRAND')]
конфеты развесные;[(0, 7, 'B-TYPE'), (8, 17, 'I-TYPE')]
конфеты райское облака;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 22, 'I-BRAND')]
конфеты ромашка;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
конфеты с кара;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 14, 'O')]
конфеты с нугой;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O')]
конфеты с ореховой;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 18, 'O')]
конфеты с фисташками;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 20, 'O')]
конфеты сливочные;[(0, 7, 'B-TYPE'), (8, 17, 'I-TYPE')]
конфеты со скидкой;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 18, 'O')]
конфеты солнечная долька;[(0, 7, 'B-TYPE'), (8, 17, 'B-BRAND'), (18, 24, 'I-BRAND')]
конфеты солнечная пчелка;[(0, 7, 'B-TYPE'), (8, 17, 'B-BRAND'), (18, 24, 'I-BRAND')]
конфеты сосательные;[(0, 7, 'B-TYPE'), (8, 19, 'I-TYPE')]
конфеты суфл;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE')]
конфеты суфле;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE')]
конфеты темная;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]
конфеты три кота;[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND'), (12, 16, 'I-BRAND')]
конфеты трюфель;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE')]
конфеты фереро роше;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 19, 'I-BRAND')]
конфеты цитрон;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]
конфеты черная ночь;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 19, 'I-BRAND')]
конфеты шоколадн;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE')]
конфеты ьёмная ночь;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 19, 'I-BRAND')]
конфеты.;[(0, 8, 'B-TYPE')]
конфетыз;[(0, 8, 'B-TYPE')]
конфетыл;[(0, 8, 'B-TYPE')]
конфетым;[(0, 8, 'B-TYPE')]
конфетыс;[(0, 8, 'B-TYPE')]
конфетых;[(0, 8, 'B-TYPE')]
конфетыхх;[(0, 9, 'B-TYPE')]
конфетыэ;[(0, 8, 'B-TYPE')]
конфеь;[(0, 6, 'B-TYPE')]
конфеьв;[(0, 7, 'B-TYPE')]
конфеьы;[(0, 7, 'B-TYPE')]
конфи;[(0, 5, 'B-TYPE')]
конфик;[(0, 6, 'B-TYPE')]
конфил тор;[(0, 6, 'B-BRAND'), (7, 10, 'B-TYPE')]
конфил торты;[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE')]
конфиренция;[(0, 11, 'B-TYPE')]
конфитре;[(0, 8, 'B-TYPE')]
конфитюр;[(0, 8, 'B-TYPE')]
конфкты;[(0, 7, 'B-TYPE')]
конфнренция;[(0, 11, 'B-TYPE')]
конфнты;[(0, 7, 'B-TYPE')]
конфте;[(0, 6, 'B-TYPE')]
конфти;[(0, 6, 'B-TYPE')]
конфты;[(0, 6, 'B-TYPE')]
конффеты;[(0, 8, 'B-TYPE')]
конфэеты;[(0, 8, 'B-TYPE')]
конфёты;[(0, 7, 'B-TYPE')]
концен;[(0, 6, 'B-TYPE')]
концентрированное;[(0, 17, 'B-TYPE')]
концентрированный с;[(0, 17, 'B-TYPE'), (18, 19, 'I-TYPE')]
концентрированный со;[(0, 17, 'B-TYPE'), (18, 20, 'I-TYPE')]
концерва;[(0, 8, 'B-TYPE')]
концервы;[(0, 8, 'B-TYPE')]
концеты;[(0, 7, 'B-TYPE')]
коныеты;[(0, 7, 'B-TYPE')]
коныеьы рот фронт;[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND'), (12, 17, 'I-BRAND')]
конь;[(0, 4, 'B-TYPE')]
коньки ледов;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE')]
коньки ледовы;[(0, 6, 'B-TYPE'), (7, 13, 'I-TYPE')]
коньяк;[(0, 6, 'B-TYPE')]
коньяк остр;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
коньяк остров;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
коньяка;[(0, 7, 'B-TYPE')]
коньяка garli;[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND')]
коньяка garlin;[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND')]
коньяка garling;[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND')]
коньяка абрау-дюр;[(0, 7, 'B-TYPE'), (8, 17, 'B-BRAND')]
коньяка абрау-дюрс;[(0, 7, 'B-TYPE'), (8, 18, 'B-BRAND')]
коньяка абрау-дюрсо;[(0, 7, 'B-TYPE'), (8, 19, 'B-BRAND')]
коньяка ас;[(0, 7, 'B-TYPE'), (8, 10, 'B-BRAND')]
коньяка асто;[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND')]
коньячный;[(0, 9, 'B-TYPE')]
коняетв;[(0, 7, 'B-TYPE')]
кооготки;[(0, 8, 'B-TYPE')]
кооеч4и;[(0, 7, 'B-TYPE')]
коолбаса;[(0, 8, 'B-TYPE')]
коом;[(0, 4, 'B-TYPE')]
коом для кошек;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
коорица;[(0, 7, 'B-TYPE')]
коорм;[(0, 5, 'B-TYPE')]
коотлета;[(0, 8, 'B-TYPE')]
коофе;[(0, 5, 'B-TYPE')]
копле;[(0, 5, 'O')]
коплеты;[(0, 7, 'B-TYPE')]
копоченое;[(0, 9, 'B-TYPE')]
копт;[(0, 4, 'B-TYPE')]
коптиль;[(0, 7, 'B-TYPE')]
коптильный двор для;[(0, 10, 'B-TYPE'), (11, 15, 'O'), (16, 19, 'O')]
коптильня;[(0, 9, 'B-TYPE')]
копуст;[(0, 6, 'B-TYPE')]
копуста;[(0, 7, 'B-TYPE')]
копчена;[(0, 7, 'B-TYPE')]
копченая;[(0, 8, 'B-TYPE')]
копченая голень;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
копченая икра;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
копченая колбаса;[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE')]
копченая курица;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
копченая паприка;[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE')]
копченая ры;[(0, 8, 'B-TYPE'), (9, 11, 'I-TYPE')]
копченая рыб;[(0, 8, 'B-TYPE'), (9, 12, 'I-TYPE')]
копченая рыба;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
копченве;[(0, 8, 'B-TYPE')]
копченная грудка;[(0, 9, 'B-TYPE'), (10, 16, 'I-TYPE')]
копченное;[(0, 9, 'B-TYPE')]
копченности;[(0, 11, 'B-TYPE')]
копченные;[(0, 9, 'B-TYPE')]
копчено-запеченн;[(0, 16, 'B-TYPE')]
копчено-запеченные;[(0, 18, 'B-TYPE')]
копченовсти;[(0, 11, 'B-TYPE')]
копченое;[(0, 8, 'B-TYPE')]
копченос;[(0, 8, 'B-TYPE')]
копчености;[(0, 10, 'B-TYPE')]
копченостих;[(0, 11, 'B-TYPE')]
копченость;[(0, 10, 'B-TYPE')]
копченче;[(0, 8, 'B-TYPE')]
копченые колбаски;[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE')]
копченые окорочка;[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE')]
копченые ребра;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
копченый;[(0, 8, 'B-TYPE')]
копченый окорочок;[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE')]
копченый сыр;[(0, 8, 'B-TYPE'), (9, 12, 'I-TYPE')]
копчнности;[(0, 10, 'B-TYPE')]
копчоно;[(0, 7, 'B-TYPE')]
копчоное;[(0, 8, 'B-TYPE')]
копччен;[(0, 7, 'B-TYPE')]
копчёна;[(0, 7, 'B-TYPE')]
копчёная грудка;[(0, 8, 'B-TYPE'), (9, 15, 'I-TYPE')]
копчёная паприка;[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE')]
копчённ;[(0, 7, 'B-TYPE')]
копчёное;[(0, 8, 'B-TYPE')]
копчёности;[(0, 10, 'B-TYPE')]
копчёноя;[(0, 8, 'B-TYPE')]
копчёные рёбрышки;[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE')]
копчёный;[(0, 8, 'B-TYPE')]
копчёный сыр;[(0, 8, 'B-TYPE'), (9, 12, 'I-TYPE')]
корбанат;[(0, 8, 'B-TYPE')]
корбонад;[(0, 8, 'B-TYPE')]
корбонат;[(0, 8, 'B-TYPE')]
корбуша;[(0, 7, 'B-TYPE')]
кордиган;[(0, 8, 'B-TYPE')]
кордо;[(0, 5, 'B-TYPE')]
кореандр;[(0, 8, 'B-TYPE')]
корейка;[(0, 7, 'B-TYPE')]
корейка свиная;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]
корейска;[(0, 8, 'B-BRAND')]
корейская;[(0, 9, 'B-TYPE')]
корейская морковка;[(0, 9, 'B-TYPE'), (10, 18, 'I-TYPE')]
корейская морковь;[(0, 9, 'B-TYPE'), (10, 17, 'I-TYPE')]
корейские солен;[(0, 9, 'B-TYPE'), (10, 15, 'I-TYPE')]
корейские солень;[(0, 9, 'B-TYPE'), (10, 16, 'I-TYPE')]
корень;[(0, 6, 'B-TYPE')]
корень имбир;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE')]
корень имбиря;[(0, 6, 'B-TYPE'), (7, 13, 'I-TYPE')]
корешоны;[(0, 8, 'B-TYPE')]
корж;[(0, 4, 'B-TYPE')]
корже;[(0, 5, 'B-TYPE')]
коржей;[(0, 6, 'B-TYPE')]
коржей если;[(0, 6, 'B-TYPE'), (7, 11, 'O')]
коржи аладушк;[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND')]
коржи гурм;[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND')]
коржи гурман;[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND')]
коржи самотл;[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND')]
коржи самотло;[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND')]
коржи самотлор;[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND')]
коржик;[(0, 6, 'B-TYPE')]
коржы;[(0, 5, 'B-TYPE')]
корзинка;[(0, 8, 'B-TYPE')]
корзинки с вишней;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O')]
корзиноч;[(0, 8, 'B-TYPE')]
корзиноче;[(0, 9, 'B-TYPE')]
корзиночек;[(0, 10, 'B-TYPE')]
корзиночек б;[(0, 10, 'B-TYPE'), (11, 12, 'B-BRAND')]
корзиночек криста;[(0, 10, 'B-TYPE'), (11, 17, 'B-BRAND')]
корзиночек кристал;[(0, 10, 'B-TYPE'), (11, 18, 'B-BRAND')]
корзиночек серн;[(0, 10, 'B-TYPE'), (11, 15, 'B-BRAND')]
корзиночек серну;[(0, 10, 'B-TYPE'), (11, 16, 'B-BRAND')]
корзиночек сернур;[(0, 10, 'B-TYPE'), (11, 17, 'B-BRAND')]
корзиночка;[(0, 10, 'B-TYPE')]
корзиночка колибр;[(0, 10, 'B-TYPE'), (11, 17, 'B-BRAND')]
корзиночка серн;[(0, 10, 'B-TYPE'), (11, 15, 'B-BRAND')]
корзиночка серну;[(0, 10, 'B-TYPE'), (11, 16, 'B-BRAND')]
корзиночка черемуш;[(0, 10, 'B-TYPE'), (11, 18, 'B-BRAND')]
корзиночка черемушк;[(0, 10, 'B-TYPE'), (11, 19, 'B-BRAND')]
корзиночка черемушки;[(0, 10, 'B-TYPE'), (11, 20, 'B-BRAND')]
корзиночки;[(0, 10, 'B-TYPE')]
корзиночки криста;[(0, 10, 'B-TYPE'), (11, 17, 'B-BRAND')]
корзиночки кристалл;[(0, 10, 'B-TYPE'), (11, 19, 'B-BRAND')]
корзиночки с вишней;[(0, 10, 'B-TYPE'), (11, 12, 'O'), (13, 19, 'O')]
корзниочка;[(0, 10, 'B-TYPE')]
кори;[(0, 4, 'B-TYPE')]
кори для собак;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
кориан;[(0, 6, 'B-TYPE')]
корианд;[(0, 7, 'B-TYPE')]
кориандор;[(0, 9, 'B-TYPE')]
кориандр kam;[(0, 8, 'B-TYPE'), (9, 12, 'B-BRAND')]
кориандр kami;[(0, 8, 'B-TYPE'), (9, 13, 'B-BRAND')]
кориандр kamis;[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND')]
кориандр в зернах;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O')]
кориандр производст;[(0, 8, 'B-TYPE'), (9, 19, 'B-BRAND')]
кориандр производств;[(0, 8, 'B-TYPE'), (9, 20, 'B-BRAND')]
кориандр производство;[(0, 8, 'B-TYPE'), (9, 21, 'B-BRAND')]
корианрд;[(0, 8, 'B-TYPE')]
кориндр;[(0, 7, 'B-TYPE')]
кориц;[(0, 5, 'B-TYPE')]
корица;[(0, 6, 'B-TYPE')]
корица cykori;[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND')]
корица cykoria;[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND')]
корица dr.bake;[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND')]
корица dr.baker;[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND')]
корица kami;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
корица kamis;[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND')]
корица с сахаром;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 16, 'O')]
корица ти;[(0, 6, 'B-TYPE'), (7, 9, 'B-BRAND')]
корица тис;[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND')]
корицв;[(0, 6, 'B-TYPE')]
корице;[(0, 6, 'B-TYPE')]
корицей производств;[(0, 7, 'B-TYPE'), (8, 19, 'B-BRAND')]
корици;[(0, 6, 'B-TYPE')]
корицне;[(0, 7, 'B-TYPE')]
корицп;[(0, 6, 'B-TYPE')]
корицр;[(0, 6, 'B-TYPE')]
корицу;[(0, 6, 'B-TYPE')]
корицы;[(0, 6, 'B-TYPE')]
корицы парф;[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND')]
коркунов;[(0, 8, 'B-BRAND')]
корм;[(0, 4, 'B-TYPE')]
корм бля котят;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм бля собак;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм бля ст;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 11, 'O')]
корм вискас рагу;[(0, 4, 'B-TYPE'), (5, 11, 'B-BRAND'), (12, 16, 'I-TYPE')]
корм владный для собак;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 16, 'O'), (17, 22, 'O')]
корм влажный purina one;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 19, 'B-BRAND'), (20, 23, 'I-BRAND')]
корм влажный whiskas;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 20, 'B-BRAND')]
корм влажный вискас;[(0, 4, 'B-TYPE'), (5, 12, 'O'), (13, 19, 'B-BRAND')]
корм влажный для ко;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 16, 'O'), (17, 19, 'O')]
корм влажный для собак;[(0, 4, 'B-TYPE'), (5, 12, 'O'), (13, 16, 'O'), (17, 22, 'O')]
корм влажный желе;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 17, 'I-TYPE')]
корм влажный соус;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 17, 'I-TYPE')]
корм влажный ф;[(0, 4, 'B-TYPE'), (5, 12, 'O'), (13, 14, 'O')]
корм влажный феликс;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 19, 'B-BRAND')]
корм влажный шеба;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE'), (13, 17, 'B-BRAND')]
корм ддя собак;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм дл собак;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 13, 'O')]
корм дла котов;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм длч котят;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм длч кощек;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для;[(0, 4, 'B-TYPE'), (5, 8, 'O')]
корм для к;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 10, 'O')]
корм для когек;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для колек;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для котов;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для кошек purina one;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O'), (15, 21, 'B-BRAND'), (22, 25, 'I-BRAND')]
корм для кошек вл;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O'), (15, 17, 'I-TYPE')]
корм для кошек для котят;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O'), (15, 18, 'O'), (19, 24, 'O')]
корм для кошек желе;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O'), (15, 19, 'O')]
корм для кошек красная цена;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O'), (15, 22, 'B-BRAND'), (23, 27, 'I-BRAND')]
корм для кошек паштет;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O'), (15, 21, 'I-TYPE')]
корм для кошеу;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для кошка;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для кошке;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для кошнк;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для крыс;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 13, 'O')]
корм для попугаев;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 17, 'O')]
корм для пошек;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для собак влаж;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O'), (15, 19, 'O')]
корм для собак сухой;[(0, 4, 'B-TYPE'), (5, 8, 'I-TYPE'), (9, 14, 'I-TYPE'), (15, 20, 'I-TYPE')]
корм для стер;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 13, 'O')]
корм для стерелизованых кошек;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 23, 'O'), (24, 29, 'O')]
корм для стери;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для стерилизованных котов;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 24, 'O'), (25, 30, 'O')]
корм для стерилизованных кошек сухой;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 24, 'O'), (25, 30, 'O'), (31, 36, 'I-TYPE')]
корм для сухой;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'I-TYPE')]
корм для уошеу;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм для. коше;[(0, 4, 'B-TYPE'), (5, 9, 'O'), (10, 14, 'O')]
корм доч котят;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм доя котят;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм доя коше;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 13, 'O')]
корм доя кошки;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
корм желе;[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE')]
корм жид;[(0, 4, 'B-TYPE'), (5, 8, 'I-TYPE')]
корм жидк;[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE')]
корм жидкий;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE')]
корм жидкий в соусе;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE'), (12, 13, 'O'), (14, 19, 'O')]
корм жидкий для котят;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE'), (12, 15, 'O'), (16, 21, 'O')]
